id__,country,regio,s3,anni,area,s5,q3ter,q4__4,q4__5,q4__6,q4__7,q4__8,q4__9,q4__10,q5__4,q5__5,q5__6,q5__7,q5__8,q5__9,q5__10,eta,stile
2076,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,43,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",2-3 volte a settimana,2-3 volte al mese,2-3 volte a settimana,Tutti i giorni o quasi,2-3 volte a settimana,2-3 volte a settimana,2-3 volte al mese,Un po’ aumentato,Un po’ diminuito,Uguale,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,35-44,Salutisti
2077,USA,"New England (Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, and Vermont)",Maschio,29,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,25-34,Salutisti
2078,USA,"Middle Atlantic (New Jersey, New York, and Pennsylvania)",Femmina,53,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta al mese,Mai,1 volta a settimana,1 volta a settimana,1 volta a settimana,Mai,Mai,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Territorialisti
2079,USA,"Middle Atlantic (New Jersey, New York, and Pennsylvania)",Femmina,40,,Soprattutto io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",1 volta a settimana,2-3 volte al mese,1 volta a settimana,1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,Uguale,Uguale,Uguale,Un po’ diminuito,Un po’ aumentato,Uguale,Un po’ diminuito,35-44,Esterofili
2080,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Femmina,60,,Solo io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,2-3 volte al mese,4-5 volte all’anno,2-3 volte al mese,2-3 volte al mese,Mai,2-3 volte al mese,2-3 volte al mese,Uguale,Un po’ diminuito,Un po’ diminuito,Uguale,Molto diminuito,Un po’ aumentato,Un po’ diminuito,55-64,Sregolati
2083,USA,"Middle Atlantic (New Jersey, New York, and Pennsylvania)",Maschio,26,,Solo io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,Più raramente,Mai,2-3 volte a settimana,Tutti i giorni o quasi,1 volta a settimana,Mai,1 volta al mese,Uguale,Molto diminuito,Uguale,Uguale,Uguale,Molto diminuito,Uguale,25-34,Sregolati
2084,USA,"Pacific (Alaska, California, Hawaii, Oregon, and Washington)",Maschio,26,,Soprattutto io,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",2-3 volte a settimana,2-3 volte al mese,1 volta al mese,2-3 volte al mese,4-5 volte all’anno,1 volta a settimana,1 volta al mese,Uguale,Un po’ diminuito,Molto diminuito,Un po’ diminuito,Uguale,Un po’ aumentato,Molto aumentato,25-34,Edonisti
2085,USA,"New England (Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, and Vermont)",Femmina,24,,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",Più raramente,Più raramente,Più raramente,Più raramente,Più raramente,Più raramente,Più raramente,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,20-24,Ristoriani
2086,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Femmina,50,,Principalmente io e occasionalmente altri,Nessuno di questi,Più raramente,4-5 volte all’anno,Più raramente,4-5 volte all’anno,1 volta al mese,4-5 volte all’anno,4-5 volte all’anno,Un po’ diminuito,Molto diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Molto diminuito,45-54,Nessuno di questi
2087,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Maschio,51,,Soprattutto io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",2-3 volte a settimana,2-3 volte al mese,2-3 volte a settimana,Tutti i giorni o quasi,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Ristoriani
2088,USA,"West South Central (Arkansas, Louisiana, Oklahoma, and Texas)",Femmina,39,,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",2-3 volte al mese,4-5 volte all’anno,2-3 volte al mese,1 volta a settimana,2-3 volte al mese,1 volta al mese,1 volta al mese,Uguale,Molto diminuito,Uguale,Uguale,Uguale,Un po’ diminuito,Un po’ diminuito,35-44,Industriariani
2089,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,60,,Solo io,Nessuno di questi,2-3 volte al mese,Più raramente,1 volta al mese,2-3 volte al mese,2-3 volte al mese,1 volta al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Un po’ aumentato,Un po’ aumentato,Uguale,55-64,Nessuno di questi
2090,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,68,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta al mese,Mai,1 volta al mese,1 volta al mese,4-5 volte all’anno,1 volta al mese,1 volta al mese,Uguale,Uguale,Un po’ aumentato,Un po’ aumentato,Uguale,Uguale,Uguale,65-70,Territorialisti
2093,USA,"East South Central (Alabama, Kentucky, Mississippi, and Tennessee)",Femmina,44,,Io e qualcun altro in egual misura,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",2-3 volte al mese,Mai,1 volta al mese,1 volta al mese,Più raramente,4-5 volte all’anno,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Salutisti
2095,USA,"West North Central (Iowa, Kansas, Minnesota, Missouri, Nebraska, North Dakota, and South Dakota)",Femmina,21,,Io e qualcun altro in egual misura,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",Mai,Mai,Mai,Mai,Mai,Mai,Mai,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,20-24,Salutisti
2096,USA,"Middle Atlantic (New Jersey, New York, and Pennsylvania)",Femmina,65,,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,1 volta al mese,Mai,1 volta al mese,2-3 volte al mese,4-5 volte all’anno,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Un po’ diminuito,Uguale,65-70,Territorialisti
2099,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Maschio,28,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",4-5 volte all’anno,2-3 volte al mese,Mai,1 volta a settimana,Più raramente,4-5 volte all’anno,Mai,Un po’ diminuito,Uguale,Molto diminuito,Molto aumentato,Molto diminuito,Un po’ diminuito,Uguale,25-34,Salutisti
2101,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,61,,Principalmente io e occasionalmente altri,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta a settimana,Mai,2-3 volte a settimana,2-3 volte al mese,Tutti i giorni o quasi,2-3 volte al mese,2-3 volte a settimana,Un po’ diminuito,Molto diminuito,Un po’ diminuito,Uguale,Uguale,Uguale,Uguale,55-64,Salutisti
2102,USA,"Middle Atlantic (New Jersey, New York, and Pennsylvania)",Femmina,32,,Principalmente io e occasionalmente altri,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",Più raramente,1 volta a settimana,2-3 volte a settimana,Più raramente,1 volta al mese,2-3 volte a settimana,2-3 volte al mese,Molto diminuito,Molto aumentato,Uguale,Molto aumentato,Molto diminuito,Un po’ diminuito,Un po’ diminuito,25-34,Ristoriani
2103,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Maschio,43,,Soprattutto io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,4-5 volte all’anno,1 volta al mese,1 volta al mese,2-3 volte al mese,4-5 volte all’anno,2-3 volte al mese,1 volta al mese,Uguale,Uguale,Molto diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,35-44,Sregolati
2104,USA,"Middle Atlantic (New Jersey, New York, and Pennsylvania)",Femmina,23,,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",Mai,1 volta a settimana,Tutti i giorni o quasi,1 volta al mese,2-3 volte a settimana,Più raramente,Più raramente,Un po’ aumentato,Un po’ diminuito,Molto diminuito,Un po’ diminuito,Uguale,Uguale,Molto aumentato,20-24,Ristoriani
2105,USA,"Middle Atlantic (New Jersey, New York, and Pennsylvania)",Femmina,69,,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1 volta a settimana,Mai,2-3 volte a settimana,2-3 volte a settimana,1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Industriariani
2107,USA,"West South Central (Arkansas, Louisiana, Oklahoma, and Texas)",Maschio,20,,Soprattutto io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,20-24,Esterofili
2108,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Femmina,68,,Soprattutto io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",2-3 volte al mese,Più raramente,2-3 volte al mese,2-3 volte al mese,1 volta al mese,Mai,2-3 volte al mese,Un po’ diminuito,Un po’ diminuito,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Industriariani
2109,USA,"Middle Atlantic (New Jersey, New York, and Pennsylvania)",Maschio,27,,Principalmente io e occasionalmente altri,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",2-3 volte al mese,Mai,2-3 volte al mese,1 volta a settimana,Mai,4-5 volte all’anno,Mai,Uguale,Molto diminuito,Uguale,Uguale,Molto diminuito,Un po’ diminuito,Molto diminuito,25-34,Industriariani
2110,USA,"West South Central (Arkansas, Louisiana, Oklahoma, and Texas)",Maschio,64,,Solo io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,1 volta a settimana,Mai,Più raramente,2-3 volte al mese,Mai,1 volta al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Sregolati
2113,USA,"West South Central (Arkansas, Louisiana, Oklahoma, and Texas)",Maschio,33,,Solo io,ETICISTI: acquistano e consumano secondo i principi etici in cui credono. Sono inclusi i principi di non violenza nei co,4-5 volte all’anno,4-5 volte all’anno,1 volta a settimana,2-3 volte al mese,1 volta a settimana,2-3 volte al mese,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,25-34,Eticisti
2115,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,31,,Principalmente io e occasionalmente altri,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",1 volta a settimana,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,Molto aumentato,Molto aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Uguale,Un po’ aumentato,25-34,Edonisti
2117,USA,"Pacific (Alaska, California, Hawaii, Oregon, and Washington)",Maschio,33,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",2-3 volte a settimana,1 volta a settimana,2-3 volte al mese,1 volta a settimana,2-3 volte al mese,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Un po’ aumentato,Un po’ aumentato,Uguale,Un po’ aumentato,Uguale,25-34,Salutisti
2118,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Maschio,28,,Io e qualcun altro in egual misura,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",2-3 volte a settimana,1 volta al mese,2-3 volte a settimana,2-3 volte a settimana,1 volta a settimana,2-3 volte al mese,Tutti i giorni o quasi,Uguale,Un po’ diminuito,Uguale,Molto diminuito,Molto aumentato,Uguale,Uguale,25-34,Ristoriani
2119,USA,"Pacific (Alaska, California, Hawaii, Oregon, and Washington)",Maschio,39,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,1 volta a settimana,1 volta a settimana,2-3 volte a settimana,Molto aumentato,Un po’ aumentato,Molto aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,35-44,Territorialisti
2121,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,68,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",Mai,Mai,Mai,4-5 volte all’anno,Più raramente,1 volta al mese,Più raramente,Molto diminuito,Un po’ diminuito,Molto diminuito,Molto diminuito,Un po’ diminuito,Uguale,Uguale,65-70,Territorialisti
2122,USA,"New England (Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, and Vermont)",Maschio,34,,Solo io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",Tutti i giorni o quasi,Tutti i giorni o quasi,1 volta al mese,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,25-34,Esterofili
2125,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Femmina,61,,Solo io,Nessuno di questi,2-3 volte al mese,Mai,1 volta a settimana,1 volta a settimana,1 volta a settimana,Mai,Mai,Uguale,Molto diminuito,Uguale,Uguale,Uguale,Molto diminuito,Molto diminuito,55-64,Nessuno di questi
2126,USA,"Mountain (Arizona, Colorado, Idaho, Montana, Nevada, New Mexico, Utah, and Wyoming)",Maschio,36,,Solo io,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",2-3 volte al mese,Mai,2-3 volte al mese,2-3 volte al mese,1 volta al mese,2-3 volte al mese,Più raramente,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Edonisti
2127,USA,"Mountain (Arizona, Colorado, Idaho, Montana, Nevada, New Mexico, Utah, and Wyoming)",Maschio,69,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,1 volta a settimana,1 volta a settimana,2-3 volte a settimana,1 volta a settimana,2-3 volte al mese,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Territorialisti
2128,USA,"New England (Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, and Vermont)",Femmina,23,,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta al mese,2-3 volte al mese,4-5 volte all’anno,2-3 volte al mese,1 volta al mese,Tutti i giorni o quasi,1 volta al mese,Un po’ diminuito,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Molto aumentato,Un po’ aumentato,20-24,Territorialisti
2129,USA,"West South Central (Arkansas, Louisiana, Oklahoma, and Texas)",Femmina,64,,Soprattutto io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,4-5 volte all’anno,Mai,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,Più raramente,Più raramente,Uguale,Uguale,Un po’ aumentato,Un po’ diminuito,Uguale,Un po’ diminuito,Un po’ diminuito,55-64,Sregolati
2132,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Femmina,59,,Soprattutto io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",4-5 volte all’anno,Più raramente,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,4-5 volte all’anno,1 volta al mese,Uguale,Uguale,Un po’ aumentato,Uguale,Uguale,Un po’ diminuito,Un po’ diminuito,55-64,Industriariani
